id,host_id,listing_url,last_scraped,host_since,first_review,last_review,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,has_availability,instant_bookable,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calendar_updated,calculated_host_listings_count_shared_rooms,host_location,source,neighbourhood_group_cleansed
636174798729042634,415249793,https://www.airbnb.com/rooms/636174798729042634,2024-12-23,2021-07-26,2022-07-24,2023-03-23,Yasin,within an hour,100%,,f,7,t,t,East Village,32.71316,-117.15764,Entire condo,Entire home/apt,6,1.5 baths,2.0,3.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Smoke alarm"", ""Ceiling fan"", ""Coffee"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Oven"", ""Pets allowed"", ""Free street parking"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""Trash compactor"", ""Bathtub"", ""Cooking basics"", ""Fire pit"", ""Hot water kettle"", ""Mini fridge"", ""Free parking on premises"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Backyard"", ""Body soap"", ""Lockbox"", ""BBQ grill"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Beach essentials"", ""Books and reading material"", ""Outdoor dining area"", ""Coffee maker"", ""Shared patio or balcony"", ""Elevator"", ""Self check-in"", ""Freezer"", ""Laundromat nearby"", ""Private hot tub""]",t,t,$840.00,31,365,31.0,1125.0,30,365,5,0,0,3.8,4.2,3.8,3.4,4.0,4.4,3.6,,,0,"San Diego, CA",city scrape,
636496840098278181,406976655,https://www.airbnb.com/rooms/636496840098278181,2024-12-23,2021-06-13,2022-06-06,2024-09-03,Rob,within a few hours,100%,84%,f,4,t,t,Ocean Beach,32.74025,-117.25156,Entire home,Entire home/apt,8,2 baths,2.0,4.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""TV"", ""Stove"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Oven"", ""Central heating"", ""Exterior security cameras on property"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Blender"", ""Shampoo"", ""Dining table"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Single level home"", ""First aid kit"", ""Outdoor furniture"", ""Kitchen"", ""Hot water"", ""Books and reading material"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Freezer"", ""Shared beach access"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$179.00,4,28,4.0,28.0,13,73,31,10,0,4.81,4.94,4.94,4.97,4.97,4.84,4.77,"STR-07701L, 642285",,0,,city scrape,
639018997351530968,461869937,https://www.airbnb.com/rooms/639018997351530968,2024-12-23,2022-05-31,2022-07-04,2024-11-04,FalconEscapes,within an hour,100%,95%,t,6,t,t,East Village,32.71311,-117.15751,Entire loft,Entire home/apt,6,1 bath,1.0,4.0,"[""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat"", ""City skyline view"", ""Safe"", ""Wifi"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Stainless steel oven"", ""Smoke alarm"", ""Coffee"", ""Game console"", ""Wine glasses"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Outdoor kitchen"", ""Pantene shampoo"", ""Central heating"", ""Shower gel"", ""Pets allowed"", ""Hair dryer"", ""Hangers"", ""Whirlpool  refrigerator"", ""Dishwasher"", ""Dining table"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Crib"", ""Board games"", ""Hot water kettle"", ""Central air conditioning"", ""Bed linens"", ""Private patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Private gym in building"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Backyard"", ""Smart lock"", ""Iron"", ""64 inch HDTV with Amazon Prime Video, Netflix"", ""Samsung  electric stove"", ""First aid kit"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Ethernet connection"", ""Kitchen"", ""Hot water"", ""Washer"", ""Books and reading material"", ""Outdoor dining area"", ""Elevator"", ""Clothing storage: closet"", ""Self check-in"", ""Room-darkening shades"", ""Barbecue utensils""]",t,t,$498.00,1,150,1.0,1125.0,30,180,61,12,0,4.85,4.9,4.93,4.92,4.98,4.97,4.75,"STR-09689L, 649161",,0,,city scrape,
639121320300206009,461903733,https://www.airbnb.com/rooms/639121320300206009,2024-12-23,2022-05-31,2022-08-13,2024-12-01,Douglas,within an hour,100%,77%,t,1,t,t,Mission Bay,32.76626968383789,-117.25155639648438,Entire home,Entire home/apt,6,2.5 baths,2.0,,"[""GE  stainless steel oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Dishes and silverware"", ""Pantene conditioner"", ""Subzero refrigerator"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Blender"", ""Hot water kettle"", ""Board games"", ""Waterfront"", ""Iron"", ""Hot water"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Lake access"", ""Room-darkening shades"", ""55 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku, DVD player"", ""Coffee"", ""Sun loungers"", ""Life size games"", ""Pocket wifi"", ""Bikes"", ""Indoor fireplace: gas"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Smart lock"", ""Free residential garage on premises \u2013 1 space"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Kitchen"", ""Self check-in"", ""Folding or convertible high chair - always at the listing"", ""Wifi"", ""Long term stays allowed"", ""Portable air conditioning"", ""Ceiling fan"", ""Courtyard view"", ""Drying rack for clothing"", ""Wine glasses"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Free street parking"", ""GE stainless steel gas stove"", ""Trash compactor"", ""Theme room"", ""Private patio or balcony"", ""Private BBQ grill: gas"", ""Shared beach access"", ""Laundromat nearby"", ""Clothing storage: closet and dresser"", ""Toaster"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""Baby safety gates"", ""Smoke alarm"", ""Dedicated workspace"", ""Pantene shampoo"", ""Crib - always at the listing"", ""Shower gel"", ""Central heating"", ""Hair dryer"", ""Hangers"", ""Dining table"", ""Portable fans"", ""Cleaning products"", ""Extra pillows and blankets"", ""Body soap"", ""First aid kit"", ""Outdoor furniture"", ""Ethernet connection"", ""Beach essentials"", ""Books and reading material"", ""Outdoor dining area"", ""Freezer"", ""Barbecue utensils""]",t,f,,2,150,2.0,150.0,25,360,55,15,1,4.98,4.98,5.0,4.91,4.96,4.98,4.85,"STR-10057L, 642622",,0,"San Diego, CA",previous scrape,
639812339828998864,462061567,https://www.airbnb.com/rooms/639812339828998864,2024-12-23,2022-06-01,2022-06-09,2024-11-17,Raphel,within an hour,95%,99%,f,7,t,t,East Village,32.71122,-117.15889,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Coffee"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shower gel"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""Bed linens"", ""Mini fridge"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Body soap"", ""Iron"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Hot water"", ""Paid dryer \u2013 In building"", ""Coffee maker"", ""Self check-in""]",t,t,$109.00,2,14,2.8,14.0,27,64,138,48,0,4.76,4.78,4.75,4.91,4.86,4.77,4.67,Exempt,,0,"San Diego, CA",city scrape,
640157014717941070,426157857,https://www.airbnb.com/rooms/640157014717941070,2024-12-23,2021-10-06,2022-07-23,2024-12-10,Daniel,within a few hours,100%,89%,t,4,t,t,Marina,32.70986,-117.16264,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""City skyline view"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""TV"", ""Bay view"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Dedicated workspace"", ""Dryer"", ""Central heating"", ""Exterior security cameras on property"", ""Pets allowed"", ""Hangers"", ""Shampoo"", ""Harbor view"", ""Conditioner"", ""Trash compactor"", ""Bathtub"", ""Cooking basics"", ""Private gym in building"", ""Bed linens"", ""Mini fridge"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Paid washer \u2013 In unit"", ""First aid kit"", ""Exercise equipment"", ""Host greets you"", ""Air conditioning"", ""Hot water"", ""Elevator"", ""Shared beach access"", ""Room-darkening shades""]",t,f,$207.00,1,35,1.0,35.0,29,351,26,11,1,4.85,4.69,4.62,4.88,5.0,5.0,4.81,"STR-08078L, 648267",,0,"San Diego, CA",city scrape,
640826238077596099,420499573,https://www.airbnb.com/rooms/640826238077596099,2024-12-23,2021-08-28,2022-07-10,2023-12-31,Zinde,within an hour,100%,100%,t,2,t,t,Mountain View,32.69564188324966,-117.10134632885456,Private room in condo,Private room,2,1 private bath,1.0,0.0,"[""Fire extinguisher"", ""Wifi"", ""Laundromat nearby"", ""Central air conditioning"", ""Bed linens"", ""Long term stays allowed"", ""Free street parking"", ""Essentials"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Smoke alarm""]",t,t,$98.00,1,365,1.0,365.0,30,180,10,1,0,4.9,5.0,5.0,5.0,4.9,4.8,4.6,"STR-06492L, 647528",,0,,city scrape,
640853073749578921,420499573,https://www.airbnb.com/rooms/640853073749578921,2024-12-23,2021-08-28,2022-06-06,2024-09-22,Zinde,within an hour,100%,100%,t,2,t,t,Mountain View,32.69394,-117.10185,Private room in home,Private room,2,1 private bath,1.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Shower gel"", ""Free street parking"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Conditioner"", ""Bathtub"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""Lock on bedroom door"", ""Coffee maker"", ""Clothing storage: closet"", ""Laundromat nearby""]",t,t,$99.00,1,365,1.0,365.0,30,180,23,4,0,4.87,4.91,4.96,4.87,5.0,4.91,4.7,"STR-06492L, 647528",,0,,city scrape,
641553843272643567,416297043,https://www.airbnb.com/rooms/641553843272643567,2024-12-23,2021-08-01,2022-06-12,2023-02-26,Jose,a few days or more,17%,0%,f,1,t,t,La Jolla,32.82694,-117.27813,Entire loft,Entire home/apt,4,1 bath,2.0,,"[""Wifi"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""GE gas stove"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Coffee"", ""Suave Body Wash body soap"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shower gel"", ""Free street parking"", ""Private entrance"", ""Dining table"", ""Trash compactor"", ""Portable heater"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Board games"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Suave conditioner"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Suave shampoo"", ""Hot water"", ""TV with Fire TV"", ""Kitchen"", ""Clothing storage: dresser"", ""Outdoor dining area"", ""Insignia refrigerator"", ""Self check-in"", ""Freezer"", ""Shared beach access""]",t,f,,31,365,31.0,365.0,1,286,19,0,0,4.74,4.79,4.74,4.79,4.63,4.89,4.63,,,0,"San Diego, CA",previous scrape,
642177207092925812,462594656,https://www.airbnb.com/rooms/642177207092925812,2024-12-23,2022-06-04,2022-08-06,2024-08-18,Debarshi,within an hour,100%,100%,f,1,t,t,Mission Bay,32.7725,-117.25123,Entire condo,Entire home/apt,8,2 baths,3.0,6.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Baby safety gates"", ""TV"", ""Stove"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Oven"", ""Central heating"", ""Exterior security cameras on property"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Private entrance"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Sea view"", ""Cleaning products"", ""Essentials"", ""Iron"", ""Ocean view"", ""First aid kit"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Baking sheet"", ""Free dryer"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Hammock"", ""Free washer"", ""Outdoor dining area"", ""Free residential garage on premises"", ""Beach view"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""Shared beach access"", ""Barbecue utensils""]",t,t,$302.00,3,7,3.0,7.0,0,222,38,13,0,4.74,4.82,4.45,4.89,4.97,4.92,4.68,"STR-03104L, 51814",,0,"Carlsbad, CA",city scrape,
643726698110108491,415249793,https://www.airbnb.com/rooms/643726698110108491,2024-12-23,2021-07-26,,,Yasin,within an hour,100%,,f,7,t,t,East Village,32.71343,-117.15469,Entire condo,Entire home/apt,6,1.5 baths,2.0,3.0,"[""Dedicated workspace"", ""Kitchen"", ""Wifi"", ""Free parking on premises"", ""Pets allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""BBQ grill""]",t,t,$269.00,31,365,31.0,1125.0,30,365,0,0,0,,,,,,,,,,0,"San Diego, CA",city scrape,
644115490198058358,450870827,https://www.airbnb.com/rooms/644115490198058358,2024-12-23,2022-03-23,2022-07-22,2024-11-30,Maria,within an hour,100%,95%,t,1,t,t,Mission Bay,32.7869728,-117.2400996,Entire condo,Entire home/apt,10,6 baths,4.0,6.0,"[""Toaster"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Private hot tub"", ""Wolf stainless steel stove"", ""Clothing storage: walk-in closet and closet"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""TV"", ""Luggage dropoff allowed"", ""Bay view"", ""Smoke alarm"", ""Coffee"", ""Drying rack for clothing"", ""Sun loungers"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Custom made subzero refrigerator"", ""Central heating"", ""Shower gel"", ""Wolf and bosch stainless steel oven"", ""Bikes"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Free street parking"", ""Shampoo"", ""Indoor fireplace"", ""Private entrance"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Conditioner"", ""Fast wifi \u2013 81 Mbps"", ""Dining table"", ""Cooking basics"", ""Shared beach access \u2013 Beachfront"", ""Fire pit"", ""Hot water kettle"", ""Board games"", ""Bed linens"", ""High chair"", ""Mini fridge"", ""Microwave"", ""Private patio or balcony"", ""Waterfront"", ""Cleaning products"", ""Essentials"", ""Kayak"", ""Free parking on premises"", ""Body soap"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Babysitter recommendations"", ""BBQ grill"", ""Baking sheet"", ""Host greets you"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Barbecue utensils"", ""Beach essentials"", ""Books and reading material"", ""Outdoor shower"", ""Outdoor dining area"", ""Beach view"", ""Cleaning available during stay"", ""Pack \u2019n play/Travel crib - available upon request"", ""Freezer"", ""Children's playroom""]",t,f,"$1,793.00",3,30,2.6,30.0,14,297,45,23,1,4.98,5.0,5.0,5.0,5.0,5.0,4.96,"STR-05227L, 519948",,0,"San Diego, CA",city scrape,
645629325332378600,456655420,https://www.airbnb.com/rooms/645629325332378600,2024-12-23,2022-04-29,2022-06-29,2023-11-26,Nancy,,,,f,1,t,t,Mission Bay,32.77923,-117.25209,Entire condo,Entire home/apt,9,3 baths,4.0,5.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""TV"", ""Baby safety gates"", ""Stainless steel oven"", ""Ceiling fan"", ""Smoke alarm"", ""Refrigerator"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Central heating"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Free street parking"", ""Pets allowed"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Stainless steel stove"", ""Indoor fireplace"", ""Private entrance"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Trash compactor"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Shared beach access \u2013 Beachfront"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Conditioning Shampoo conditioner"", ""Microwave"", ""Waterfront"", ""Sea view"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Lockbox"", ""Iron"", ""Ocean view"", ""First aid kit"", ""Conditioning  Shampoo shampoo"", ""BBQ grill"", ""Baking sheet"", ""Ethernet connection"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Washer"", ""Outdoor dining area"", ""Beach view"", ""Essentials body soap"", ""Self check-in"", ""Freezer"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$493.00,31,365,31.0,365.0,29,364,17,0,0,4.12,4.06,4.24,4.53,3.94,4.94,4.12,"STR-04874L, 520168",,0,"San Diego, CA",city scrape,
645942148261407918,446223859,https://www.airbnb.com/rooms/645942148261407918,2024-12-23,2022-02-21,2022-07-31,2024-11-15,Emma And Jordan,within an hour,100%,100%,t,3,t,t,Ocean Beach,32.75037,-117.24528,Entire home,Entire home/apt,8,2 baths,3.0,5.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Rice maker"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Smoke alarm"", ""Drying rack for clothing"", ""Clothing storage"", ""Refrigerator"", ""Coffee"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Noise decibel monitors on property"", ""Paraben Free shampoo"", ""Oven"", ""Dryer"", ""Exterior security cameras on property"", ""Shower gel"", ""55 inch HDTV with Netflix"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Private entrance"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Fire pit"", ""Hot water kettle"", ""Board games"", ""Indoor fireplace: electric, gas"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Free parking on premises"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""BBQ grill"", ""Baking sheet"", ""Paraben Free body soap"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Hammock"", ""Beach essentials"", ""Books and reading material"", ""Outdoor dining area"", ""Paraben Free conditioner"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""Shared beach access"", ""Laundromat nearby"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$268.00,1,365,1.0,365.0,1,1,29,17,0,5.0,4.97,5.0,4.97,5.0,5.0,4.93,"STR-09049L, 643868",,0,"San Diego, CA",city scrape,
646342932628871522,431752861,https://www.airbnb.com/rooms/646342932628871522,2024-12-23,2021-11-13,2022-06-16,2024-11-17,Senem,within an hour,100%,100%,t,2,t,t,East Village,32.71015,-117.15809,Entire condo,Entire home/apt,2,1 bath,1.0,,"[""Wifi"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Housekeeping - available at extra cost"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Shared gym in building"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Oven"", ""Central heating"", ""Pets allowed"", ""Shared hot tub"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Private entrance"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Central air conditioning"", ""Bed linens"", ""Private patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Exercise equipment"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Outdoor shower"", ""Elevator"", ""Clothing storage: closet"", ""Shared pool"", ""Room-darkening shades""]",t,t,,31,365,31.0,365.0,2,31,17,5,0,4.76,4.76,4.59,4.82,4.76,4.88,4.71,,,0,"San Diego, CA",previous scrape,
646536653826539649,463624091,https://www.airbnb.com/rooms/646536653826539649,2024-12-23,2022-06-10,2022-09-18,2024-08-04,Luis,within an hour,100%,100%,t,1,t,t,West University Heights,32.76055,-117.14897,Entire home,Entire home/apt,5,1 bath,3.0,4.0,"[""Outlet covers"", ""Free washer \u2013 In building"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Rice maker"", ""Keypad"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Luggage dropoff allowed"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Folding or convertible high chair - available upon request"", ""Fireplace guards"", ""Fire extinguisher"", ""Garden view"", ""Oven"", ""Free driveway parking on premises \u2013 1 space"", ""Heating - split type ductless system"", ""Exterior security cameras on property"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Blender"", ""Shampoo"", ""Dining table"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Board games"", ""Bed linens"", ""Private patio or balcony"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Iron"", ""Single level home"", ""First aid kit"", ""Outdoor furniture"", ""Baking sheet"", ""43 inch HDTV"", ""Kitchen"", ""Hot water"", ""Barbecue utensils"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Books and reading material"", ""Outdoor dining area"", ""BBQ grill: gas"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Clothing storage: walk-in closet, wardrobe, and dresser""]",t,f,$299.00,2,365,2.0,365.0,26,360,21,7,0,4.86,4.81,5.0,5.0,4.95,5.0,4.9,"STR-04568L, 644723",,0,,city scrape,
647382297406086429,463793149,https://www.airbnb.com/rooms/647382297406086429,2024-12-23,2022-06-12,2022-09-05,2024-12-16,James,within an hour,100%,94%,t,1,t,t,Egger Highlands,32.56847,-117.10122,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Rice maker"", ""Keypad"", ""Carbon monoxide alarm"", ""Portable air conditioning"", ""Heating"", ""Ceiling fan"", ""Smoke alarm"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Oven"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Board games"", ""Bed linens"", ""Portable fans"", ""65 inch HDTV with Disney+, Hulu, Netflix, Roku"", ""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Essentials"", ""Body soap"", ""Arcade games"", ""Iron"", ""Single level home"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Kitchen"", ""Hot water"", ""Clothing storage: dresser"", ""Gas stove"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""Shared beach access""]",t,t,$187.00,3,28,3.0,1125.0,1,308,72,36,2,4.88,4.85,4.83,4.9,4.96,4.69,4.82,,,0,,city scrape,
647968396624312346,463943672,https://www.airbnb.com/rooms/647968396624312346,2024-12-23,2022-06-12,2022-06-18,2024-10-21,Harper,within an hour,100%,100%,f,1,t,t,Mission Bay,32.7859192183924,-117.23389334285278,Entire guesthouse,Entire home/apt,2,1 bath,1.0,2.0,"[""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""Bay view"", ""Smoke alarm"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Garden view"", ""Exterior security cameras on property"", ""Indoor fireplace"", ""AC - split type ductless system"", ""Private patio or balcony"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Backyard"", ""First aid kit"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Park view"", ""Kitchen"", ""40 inch HDTV with Apple TV, HBO Max, Netflix"", ""Outdoor dining area"", ""Outdoor shower"", ""Coffee maker"", ""Self check-in""]",t,f,$262.00,4,14,4.0,1125.0,24,247,16,11,0,5.0,5.0,5.0,5.0,5.0,5.0,4.94,"STR-06696L, 51818",,0,"San Diego, CA",city scrape,
650789806144080309,464618342,https://www.airbnb.com/rooms/650789806144080309,2024-12-23,2022-06-16,,,Susan,within an hour,100%,33%,f,7,t,t,North Clairemont,32.83608519475672,-117.19306427865924,Private room in home,Private room,1,1.5 baths,0.0,1.0,"[""Private living room"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Dryer"", ""Central heating"", ""Hangers"", ""Shampoo"", ""Conditioner"", ""Cooking basics"", ""Central air conditioning"", ""Free parking on premises"", ""Essentials"", ""Lockbox"", ""Kitchen"", ""Hot water"", ""Washer"", ""Shared backyard"", ""Self check-in""]",t,f,$59.00,31,1125,31.0,1125.0,28,362,0,0,0,,,,,,,,,,0,,city scrape,
